game_date,team_home,team_away,most_common_total_line,average_total_line,most_common_moneyline_home,average_moneyline_home,most_common_moneyline_away,average_moneyline_away,most_common_spread_home,average_spread_home,most_common_spread_away,average_spread_away,average_total_over_money,average_total_under_money,most_common_total_over_money,most_common_total_under_money,season_year
2025-12-16 03:30:00+00:00,LA Clippers,MEM Grizzlies,229.4999,219.9582,230.0001,204.4016,-179.9999,-171.0768,5.5001,5.0001,-5.4999,-4.9999,,,,,2025
2025-12-16 02:30:00+00:00,DEN Nuggets,HOU Rockets,237.4999,237.2082,105.0001,63.5416,115.0001,107.3886,-0.9999,-0.8845,1.0001,0.8847,,,,,2025
2025-12-16 02:00:00+00:00,Utah Jazz,Dallas Mavericks,240.4999,232.5768,105.0001,74.0278,115.0001,97.1985,-0.9999,-0.8845,1.0001,0.8847,,,,,2025
2025-12-16 00:30:00+00:00,Miami Heat,Toronto Raptors,233.4999,223.5832,190.0001,178.1009,-176.9999,-151.2307,5.0001,4.2693,-4.9999,-4.2691,,,,,2025
2025-12-16 00:00:00+00:00,Boston Celtics,Detroit Pistons,231.4999,222.5832,118.0001,86.3616,102.0001,53.2339,1.5001,-0.5416,-1.4999,0.5418,,,,,2025
2025-12-15 02:00:00+00:00,POR Trail Blazers,Golden State Warriors,236.9999,226.7082,-169.9999,-157.0768,200.0001,186.6678,-4.9999,-4.9166,5.0001,4.9168,,,,,2025
2025-12-15 01:00:00+00:00,PHO Suns,LA Lakers,231.9999,222.3332,120.0001,126.487,-99.9999,-45.9199,1.5001,1.0386,-1.4999,-1.0384,,,,,2025
2025-12-15 00:00:00+00:00,Chicago Bulls,NO Pelicans,246.9999,236.4166,180.0001,163.5901,-157.9999,-142.3845,4.0001,3.5001,-3.9999,-3.4999,,,,,2025
2025-12-15 00:00:00+00:00,Minnesota Timberwolves,Sacramento Kings,235.4999,225.9166,500.0001,398.5132,-359.9999,-311.9999,10.5001,10.2918,-10.4999,-10.2916,,,,,2025
2025-12-14 23:00:00+00:00,Brooklyn Nets,Milwaukee Bucks,215.4999,215.7272,-104.9999,-89.6922,125.0001,104.6878,-1.4999,-1.2691,1.5001,1.2693,,,,,2025
2025-12-14 23:00:00+00:00,Atlanta Hawks,Philadelphia 76ers,225.4999,225.0454,170.0001,151.1485,-159.9999,-131.5384,4.5001,3.5001,-4.4999,-3.4999,,,,,2025
2025-12-14 20:30:00+00:00,Cleveland Cavaliers,Charlotte Hornets,232.9999,223.5384,625.0001,521.8462,-449.9999,-382.1538,12.0001,9.6924,-11.9999,-9.6922,,,,,2025
2025-12-14 20:00:00+00:00,Indiana Pacers,Washington Wizards,233.4999,225.1153,430.0001,393.3678,-329.9999,-307.9999,10.0001,9.5834,-9.9999,-9.5832,,,,,2025
2025-12-14 02:00:00+00:00,Oklahoma City Thunder,San Antonio Spurs,233.4999,233.4544,500.0001,457.7501,-349.9999,-345.8332,10.5001,9.7501,-10.4999,-9.7499,,,,,2025
2025-12-13 22:30:00+00:00,ORL Magic,NY Knicks,224.9999,225.1363,-154.9999,-140.3332,180.0001,162.8334,-3.9999,-3.9544,4.0001,3.9546,,,,,2025
2025-12-13 03:00:00+00:00,Golden State Warriors,Minnesota Timberwolves,228.4999,219.6153,190.0001,186.5247,-164.9999,-161.6153,4.5001,4.3463,-4.4999,-4.3461,,,,,2025
2025-12-13 01:30:00+00:00,Dallas Mavericks,Brooklyn Nets,218.4999,211.0384,290.0001,298.6601,-239.9999,-240.5384,7.0001,7.1155,-6.9999,-7.1153,,,,,2025
2025-12-13 01:00:00+00:00,Memphis Grizzlies,Utah Jazz,243.4999,233.3461,275.0001,277.5639,-224.9999,-222.8461,7.5001,7.0001,-7.4999,-6.9999,,,,,2025
2025-12-13 00:00:00+00:00,Washington Wizards,Cleveland Cavaliers,245.4999,235.6922,-873.9999,-841.6922,1500.0001,1418.5386,-16.9999,-15.923,17.0001,15.9232,,,,,2025
2025-12-13 00:00:00+00:00,Philadelphia 76ers,Indiana Pacers,221.4999,213.3845,210.0001,227.1463,-179.9999,-187.0768,5.5001,5.5001,-5.4999,-5.4999,,,,,2025
2025-12-13 00:00:00+00:00,Detroit Pistons,Atlanta Hawks,232.9999,224.423,275.0001,277.0316,-234.9999,-229.1537,7.0001,6.577,-6.9999,-6.5768,,,,,2025
2025-12-13 00:00:00+00:00,Charlotte Hornets,Chicago Bulls,229.4999,220.7691,-119.9999,-122.2307,145.0001,143.287,-2.4999,-2.5768,2.5001,2.577,,,,,2025
2025-12-12 03:00:00+00:00,Sacramento Kings,Denver Nuggets,239.4999,230.0768,-369.9999,-371.6922,500.0001,476.9747,-10.4999,-10.0384,10.5001,10.0386,,,,,2025
2025-12-12 01:00:00+00:00,Milwaukee Bucks,Boston Celtics,223.4999,215.0384,-319.9999,-319.5384,400.0001,401.7209,-9.4999,-9.0768,9.5001,9.077,,,,,2025
2025-12-12 01:00:00+00:00,New Orleans Pelicans,Portland Trail Blazers,241.9999,232.4614,-144.9999,-145.2307,165.0001,172.5624,-3.9999,-4.1153,4.0001,4.1155,,,,,2025
2025-12-12 01:00:00+00:00,Houston Rockets,Los Angeles Clippers,221.4999,212.8461,380.0001,377.8909,-299.9999,-302.0768,9.0001,8.6924,-8.9999,-8.6922,,,,,2025
2025-12-11 03:00:00+00:00,Los Angeles Lakers,San Antonio Spurs,242.9999,242.7916,285.0001,234.9168,-229.9999,-194.4166,7.0001,5.9168,-6.9999,-5.9166,,,,,2025
2025-12-11 00:30:00+00:00,Oklahoma City Thunder,Phoenix Suns,221.4999,221.4999,1100.0001,1126.9168,-699.9999,-717.7499,15.5001,15.2501,-15.4999,-15.2499,,,,,2025
2025-12-10 01:30:00+00:00,TOR Raptors,NY Knicks,225.9999,225.4582,-209.9999,-208.2499,255.0001,250.5834,-6.4999,-6.8332,6.5001,6.8334,,,,,2025
2025-12-09 23:00:00+00:00,Orlando Magic,Miami Heat,234.9999,235.3332,120.0001,119.2501,-99.9999,-66.4999,1.5001,1.3751,-1.4999,-1.3749,,,,,2025
2025-12-09 01:00:00+00:00,New Orleans Pelicans,San Antonio Spurs,237.9999,229.0768,-309.9999,-308.8461,400.0001,388.7693,-8.4999,-8.4999,8.5001,8.5001,,,,,2025
2025-12-09 00:30:00+00:00,Minnesota Timberwolves,Phoenix Suns,225.4999,226.2307,375.0001,361.2593,-289.9999,-289.4614,8.0001,7.6155,-7.9999,-7.6153,,,,,2025
2025-12-09 00:00:00+00:00,Indiana Pacers,Sacramento Kings,231.9999,222.8845,160.0001,162.6716,-142.9999,-139.6153,4.0001,3.0386,-3.9999,-3.0384,,,,,2025
2025-12-08 01:00:00+00:00,Utah Jazz,Oklahoma City Thunder,233.9999,234.3461,-439.9999,-416.8461,550.0001,567.0224,-11.4999,-10.8461,11.5001,10.8463,,,,,2025
2025-12-08 00:30:00+00:00,Philadelphia 76ers,Los Angeles Lakers,233.4999,225.1537,-119.9999,-124.9999,140.0001,145.0763,-2.4999,-2.8461,2.5001,2.8463,,,,,2025
2025-12-08 00:00:00+00:00,Chicago Bulls,Golden State Warriors,229.4999,220.2691,105.0001,72.7693,115.0001,113.7986,-0.9999,-1.1153,1.0001,1.1155,,,,,2025
2025-12-07 23:00:00+00:00,Memphis Grizzlies,Portland Trail Blazers,232.4999,223.8845,130.0001,129.0001,-109.9999,-110.6922,2.0001,1.7693,-1.9999,-1.7691,,,,,2025
2025-12-07 23:00:00+00:00,Charlotte Hornets,Denver Nuggets,235.4999,236.2307,-360.9999,-378.4614,500.0001,487.4093,-10.4999,-8.0768,10.5001,8.077,,,,,2025
2025-12-07 20:30:00+00:00,Toronto Raptors,Boston Celtics,224.4999,216.1922,-134.9999,-134.6922,155.0001,156.6532,-3.4999,-3.1922,3.5001,3.1924,,,,,2025
2025-12-07 17:00:00+00:00,New York Knicks,Orlando Magic,229.4999,221.1153,120.0001,123.7947,-99.9999,-72.923,1.0001,1.4616,-0.9999,-1.4614,,,,,2025
2025-12-07 01:30:00+00:00,Dallas Mavericks,Houston Rockets,220.9999,212.0384,-219.9999,-219.5384,255.0001,267.2478,-6.4999,-5.923,6.5001,5.9232,,,,,2025
2025-12-07 01:00:00+00:00,Miami Heat,Sacramento Kings,241.9999,232.3461,360.0001,378.8978,-299.9999,-297.6153,9.0001,8.5001,-8.9999,-8.4999,,,,,2025
2025-12-07 01:00:00+00:00,Minnesota Timberwolves,Los Angeles Clippers,227.4999,227.6153,350.0001,355.5639,-279.9999,-286.9999,8.0001,8.5001,-7.9999,-8.4999,,,,,2025
2025-12-07 00:30:00+00:00,Cleveland Cavaliers,Golden State Warriors,229.9999,220.6922,365.0001,367.3847,-309.9999,-297.923,9.0001,8.3847,-8.9999,-8.3845,,,,,2025
2025-12-07 00:30:00+00:00,Detroit Pistons,Milwaukee Bucks,222.9999,214.9614,650.0001,670.0993,-499.9999,-491.0768,12.5001,12.1155,-12.4999,-12.1153,,,,,2025
2025-12-07 00:00:00+00:00,Washington Wizards,Atlanta Hawks,237.4999,228.3076,-329.9999,-329.3076,420.0001,424.667,-9.4999,-9.1537,9.5001,9.1539,,,,,2025
2025-12-06 22:00:00+00:00,Brooklyn Nets,New Orleans Pelicans,227.4999,218.5768,162.0001,166.6216,-139.9999,-119.7699,3.5001,3.3847,-3.4999,-3.3845,,,,,2025
2025-12-06 02:30:00+00:00,Oklahoma City Thunder,Dallas Mavericks,228.9999,220.8845,1200.0001,1196.9232,-749.9999,-764.4614,15.5001,14.9232,-15.4999,-14.923,,,,,2025
2025-12-06 01:00:00+00:00,Chicago Bulls,Indiana Pacers,234.4999,226.6153,190.0001,189.7755,-159.9999,-160.6153,4.5001,4.4232,-4.4999,-4.423,,,,,2025
2025-12-06 01:00:00+00:00,Milwaukee Bucks,Philadelphia 76ers,221.9999,213.5384,105.0001,25.3916,115.0001,116.8739,-0.9999,-1.0768,1.0001,1.077,,,,,2025
2025-12-06 01:00:00+00:00,Memphis Grizzlies,Los Angeles Clippers,222.9999,214.3845,-109.9999,-110.4614,130.0001,129.8832,-1.9999,-1.8845,2.0001,1.8847,,,,,2025
2025-12-06 01:00:00+00:00,Houston Rockets,Phoenix Suns,219.4999,211.1922,370.0001,382.3555,-299.9999,-297.8461,8.5001,8.6155,-8.4999,-8.6153,,,,,2025
2025-12-06 00:30:00+00:00,New York Knicks,Utah Jazz,242.9999,243.6153,1200.0001,1235.1609,-699.9999,-771.9999,16.0001,16.0386,-15.9999,-16.0384,,,,,2025
2025-12-06 00:30:00+00:00,Toronto Raptors,Charlotte Hornets,229.9999,220.9614,250.0001,253.647,-209.9999,-212.2307,6.0001,6.1539,-5.9999,-6.1537,,,,,2025
2025-12-06 00:30:00+00:00,Atlanta Hawks,Denver Nuggets,238.9999,238.8845,-139.9999,-137.6922,160.0001,160.0224,-3.4999,-3.6922,3.5001,3.6924,,,,,2025
2025-12-06 00:30:00+00:00,Cleveland Cavaliers,San Antonio Spurs,239.4999,229.9999,198.0001,196.4616,-164.9999,-169.5384,5.5001,5.0001,-5.4999,-4.9999,,,,,2025
2025-12-06 00:30:00+00:00,Detroit Pistons,Portland Trail Blazers,235.4999,227.0768,340.0001,337.3524,-269.9999,-270.5384,8.0001,7.9616,-7.9999,-7.9614,,,,,2025
2025-12-06 00:00:00+00:00,Boston Celtics,Los Angeles Lakers,227.4999,219.0384,340.0001,344.0447,-269.9999,-276.0768,9.0001,8.4616,-8.9999,-8.4614,,,,,2025
2025-12-06 00:00:00+00:00,Orlando Magic,Miami Heat,241.4999,240.9999,240.0001,237.9401,-194.9999,-195.9999,6.5001,6.077,-6.4999,-6.0768,,,,,2025
2025-12-05 01:00:00+00:00,New Orleans Pelicans,Minnesota Timberwolves,233.4999,224.2691,-399.9999,-429.6922,550.0001,563.9378,-11.4999,-11.3461,11.5001,11.3463,,,,,2025
2025-12-05 00:30:00+00:00,Toronto Raptors,Los Angeles Lakers,228.4999,220.0768,140.0001,133.077,-109.9999,-96.3553,2.5001,2.2309,-2.4999,-2.2307,,,,,2025
2025-12-05 00:30:00+00:00,Brooklyn Nets,Utah Jazz,231.4999,222.2307,-164.9999,-164.4614,187.0001,192.3601,-4.9999,-4.8461,5.0001,4.8463,,,,,2025
2025-12-05 00:00:00+00:00,Philadelphia 76ers,Golden State Warriors,223.9999,214.9614,175.0001,168.5332,-144.9999,-143.1537,4.0001,3.8078,-3.9999,-3.8076,,,,,2025
2025-12-05 00:00:00+00:00,Washington Wizards,Boston Celtics,231.4999,222.4999,-369.9999,-316.3076,485.0001,405.0147,-10.4999,-8.5384,10.5001,8.5385,,,,,2025
2025-12-04 01:30:00+00:00,Dallas Mavericks,Miami Heat,238.4999,229.6153,-159.9999,-158.4614,185.0001,186.2132,-4.4999,-4.4999,4.5001,4.5001,,,,,2025
2025-12-04 01:00:00+00:00,Chicago Bulls,Brooklyn Nets,231.4999,223.2691,325.0001,274.3101,-259.9999,-224.6153,8.0001,6.3078,-7.9999,-6.3076,,,,,2025
2025-12-04 01:00:00+00:00,Houston Rockets,Sacramento Kings,230.4999,222.2307,1400.0001,1058.3916,-799.9999,-675.1538,15.5001,12.577,-15.4999,-12.5768,,,,,2025
2025-12-04 01:00:00+00:00,Milwaukee Bucks,Detroit Pistons,228.4999,228.2307,-164.9999,-138.3845,190.0001,160.2939,-4.4999,-3.9615,4.5001,3.9616,,,,,2025
2025-12-04 00:30:00+00:00,New York Knicks,Charlotte Hornets,235.4999,226.5768,400.0001,333.0478,-294.9999,-264.8461,9.0001,7.4616,-8.9999,-7.4615,,,,,2025
2025-12-04 00:30:00+00:00,Atlanta Hawks,Los Angeles Clippers,225.4999,216.7307,130.0001,109.3847,-109.9999,-94.2307,1.5001,1.6155,-1.4999,-1.6153,,,,,2025
2025-12-04 00:00:00+00:00,Cleveland Cavaliers,Portland Trail Blazers,244.9999,234.8461,475.0001,400.2139,-369.9999,-316.2307,10.0001,8.3462,-9.9999,-8.3461,,,,,2025
2025-12-04 00:00:00+00:00,Orlando Magic,San Antonio Spurs,235.4999,226.8076,330.0001,279.0793,-274.9999,-227.6922,8.0001,6.577,-7.9999,-6.5768,,,,,2025
2025-12-04 00:00:00+00:00,Indiana Pacers,Denver Nuggets,237.4999,228.9999,-259.9999,-219.2307,310.0001,267.6247,-7.9999,-6.6922,8.0001,6.6924,,,,,2025
2025-12-03 04:00:00+00:00,Golden State Warriors,Oklahoma City Thunder,223.4999,215.6922,-424.9999,-352.3845,540.0001,467.3847,-10.9999,-9.1153,11.0001,9.1155,,,,,2025
2025-12-03 01:00:00+00:00,Boston Celtics,New York Knicks,230.4999,221.8461,105.0001,24.8463,115.0001,115.6563,-0.9999,-1.1153,1.0001,1.1155,,,,,2025
2025-12-03 01:00:00+00:00,New Orleans Pelicans,Minnesota Timberwolves,229.4999,221.1153,-489.9999,-478.9999,650.0001,651.2824,-12.4999,-11.7307,12.5001,11.7309,,,,,2025
2025-12-03 01:00:00+00:00,San Antonio Spurs,Memphis Grizzlies,232.4999,223.6922,210.0001,202.1009,-169.9999,-169.9999,5.0001,4.8847,-4.9999,-4.8845,,,,,2025
2025-12-03 00:30:00+00:00,Toronto Raptors,Portland Trail Blazers,230.4999,221.9999,200.0001,200.5139,-171.9999,-169.4614,5.0001,4.8847,-4.9999,-4.8845,,,,,2025
2025-12-03 00:00:00+00:00,Philadelphia 76ers,Washington Wizards,234.4999,226.0384,800.0001,794.9409,-549.9999,-551.2307,13.0001,12.8847,-12.9999,-12.8845,,,,,2025
2025-12-02 03:00:00+00:00,Los Angeles Lakers,Phoenix Suns,231.4999,223.5768,245.0001,195.2516,-189.9999,-162.7691,5.5001,4.6924,-5.4999,-4.6922,,,,,2025
2025-12-02 02:00:00+00:00,Denver Nuggets,Dallas Mavericks,235.4999,226.4999,550.0001,461.6155,-399.9999,-358.5384,11.0001,9.0385,-10.9999,-9.0384,,,,,2025
2025-12-02 02:00:00+00:00,Utah Jazz,Houston Rockets,234.4999,225.2691,-427.9999,-352.6922,570.0001,468.2309,-11.4999,-9.3076,11.5001,9.3078,,,,,2025
2025-12-02 00:30:00+00:00,Miami Heat,Los Angeles Clippers,235.4999,226.3461,250.0001,210.3078,-209.9999,-175.9999,6.0001,4.9232,-5.9999,-4.923,,,,,2025
2025-12-02 00:30:00+00:00,Orlando Magic,Chicago Bulls,239.4999,229.8461,410.0001,347.8462,-314.9999,-271.9999,9.5001,7.6155,-9.4999,-7.6153,,,,,2025
2025-12-02 00:30:00+00:00,Brooklyn Nets,Charlotte Hornets,228.4999,219.2307,-154.9999,-135.3845,185.0001,156.5139,-4.4999,-3.5768,4.5001,3.577,,,,,2025
2025-12-02 00:00:00+00:00,Washington Wizards,Milwaukee Bucks,232.4999,223.0768,-339.9999,-301.2307,455.0001,382.3078,-10.4999,-8.3461,10.5001,8.3462,,,,,2025
2025-12-02 00:00:00+00:00,Detroit Pistons,Atlanta Hawks,232.4999,223.6922,420.0001,338.0285,-309.9999,-271.2307,9.5001,7.7309,-9.4999,-7.7307,,,,,2025
2025-12-02 00:00:00+00:00,Indiana Pacers,Cleveland Cavaliers,231.4999,222.3461,-160.9999,-136.2307,185.0001,156.8032,-4.4999,-3.7691,4.5001,3.7693,,,,,2025
2025-12-01 02:30:00+00:00,Los Angeles Lakers,New Orleans Pelicans,228.4999,220.3076,1100.0001,1324.5055,-749.9999,-823.0768,15.5001,14.8078,-15.4999,-14.8076,,,,,2025
2025-12-01 02:00:00+00:00,Sacramento Kings,Memphis Grizzlies,233.4999,224.423,-124.9999,-124.6922,145.0001,145.9024,-2.9999,-2.923,3.0001,2.9232,,,,,2025
2025-12-01 00:00:00+00:00,Minnesota Timberwolves,San Antonio Spurs,233.4999,225.2307,190.0001,178.2824,-154.9999,-151.923,4.5001,4.1155,-4.4999,-4.1153,,,,,2025
2025-11-30 23:00:00+00:00,Portland Trail Blazers,Oklahoma City Thunder,233.9999,224.5416,-459.9999,-367.9999,640.0001,499.3593,-11.4999,-8.4999,11.5001,8.5001,,,,,2025
2025-11-30 23:00:00+00:00,Cleveland Cavaliers,Boston Celtics,232.9999,224.3749,280.0001,218.867,-229.9999,-180.3845,7.5001,5.5001,-7.4999,-5.4999,,,,,2025
2025-11-30 23:00:00+00:00,New York Knicks,Toronto Raptors,229.4999,219.6666,320.0001,249.5162,-274.9999,-204.2307,8.5001,5.9616,-8.4999,-5.9615,,,,,2025
2025-11-30 23:00:00+00:00,Philadelphia 76ers,Atlanta Hawks,232.4999,222.8332,145.0001,111.0655,-124.9999,-81.4615,3.0001,1.9232,-2.9999,-1.923,,,,,2025
2025-11-30 20:00:00+00:00,Utah Jazz,Houston Rockets,233.4999,233.3749,-419.9999,-290.923,570.0001,373.2139,-11.4999,-9.1249,11.5001,9.1251,,,,,2025
2025-11-30 03:00:00+00:00,Los Angeles Clippers,Dallas Mavericks,224.4999,216.2307,420.0001,410.5532,-309.9999,-320.3076,9.5001,9.1924,-9.4999,-9.1922,,,,,2025
2025-11-30 02:00:00+00:00,Phoenix Suns,Denver Nuggets,233.9999,224.923,-142.9999,-152.6922,165.0001,173.3939,-3.4999,-3.3461,3.5001,3.3463,,,,,2025
2025-11-30 01:30:00+00:00,Golden State Warriors,New Orleans Pelicans,227.9999,218.8845,425.0001,423.3078,-284.9999,-325.3845,10.0001,9.2309,-9.9999,-9.2307,,,,,2025
2025-11-30 01:00:00+00:00,Miami Heat,Detroit Pistons,238.4999,230.1537,164.0001,165.8778,-139.9999,-141.8461,4.0001,3.9616,-3.9999,-3.9614,,,,,2025
2025-11-30 01:00:00+00:00,Milwaukee Bucks,Brooklyn Nets,218.4999,210.2307,600.0001,575.8609,-424.9999,-435.923,11.5001,11.077,-11.4999,-11.0768,,,,,2025
2025-11-30 00:30:00+00:00,Indiana Pacers,Chicago Bulls,240.4999,231.2691,-119.9999,-105.2784,142.0001,142.1539,-2.4999,-2.4999,2.5001,2.5001,,,,,2025
2025-11-29 23:00:00+00:00,Charlotte Hornets,Toronto Raptors,233.9999,224.4999,-229.9999,-231.4614,285.0001,280.9355,-6.4999,-6.6537,6.5001,6.6539,,,,,2025
2025-11-29 22:00:00+00:00,Minnesota Timberwolves,Boston Celtics,229.4999,220.423,230.0001,235.017,-189.9999,-197.2307,6.0001,5.7309,-5.9999,-5.7307,,,,,2025
2025-11-29 03:00:00+00:00,Los Angeles Lakers,Dallas Mavericks,232.4999,231.9999,450.0001,289.1667,-349.9999,-230.9166,10.0001,6.7084,-9.9999,-6.7083,,,,,2025
2025-11-29 03:00:00+00:00,Los Angeles Clippers,Memphis Grizzlies,223.9999,224.4999,250.0001,171.5834,-214.9999,-142.0833,6.5001,4.3334,-6.4999,-4.3333,,,,,2025
2025-11-29 02:30:00+00:00,Utah Jazz,Sacramento Kings,242.4999,241.9582,142.0001,138.3334,-121.9999,-118.0832,3.0001,2.5834,-2.9999,-2.5832,,,,,2025
2025-11-29 02:30:00+00:00,Denver Nuggets,San Antonio Spurs,238.4999,238.4582,280.0001,298.6668,-229.9999,-242.9999,7.0001,7.2501,-6.9999,-7.2499,,,,,2025
2025-11-29 02:30:00+00:00,Oklahoma City Thunder,Phoenix Suns,223.4999,224.2499,1100.0001,1045.5834,-649.9999,-673.7499,14.5001,14.6251,-14.4999,-14.6249,,,,,2025
2025-11-29 00:30:00+00:00,Atlanta Hawks,Cleveland Cavaliers,236.4999,236.909,-199.9999,-142.9999,250.0001,172.7501,-6.4999,-5.4999,6.5001,5.5001,,,,,2025
2025-11-29 00:30:00+00:00,Charlotte Hornets,Chicago Bulls,248.9999,248.9999,-122.9999,-83.4999,144.0001,96.8334,-2.9999,-1.9999,3.0001,2.0001,,,,,2025
2025-11-29 00:30:00+00:00,Detroit Pistons,Orlando Magic,230.4999,230.5454,160.0001,120.8334,-139.9999,-103.5833,3.5001,2.6667,-3.4999,-2.6666,,,,,2025
2025-11-29 00:30:00+00:00,Indiana Pacers,Washington Wizards,240.4999,240.2082,240.0001,160.4167,-199.9999,-133.8333,6.5001,4.2084,-6.4999,-4.2083,,,,,2025
2025-11-29 00:30:00+00:00,New York Knicks,Milwaukee Bucks,231.9999,232.2726,280.0001,183.9167,-229.9999,-151.3333,7.5001,6.091,-7.4999,-6.0908,,,,,2025
2025-11-29 00:30:00+00:00,Brooklyn Nets,Philadelphia 76ers,222.4999,222.1363,-219.9999,-161.8333,250.0001,194.7501,-6.4999,-5.6817,6.5001,5.6819,,,,,2025
2025-11-27 00:00:00+00:00,Charlotte Hornets,New York Knicks,242.4999,241.9999,-214.9999,-215.2499,260.0001,258.6668,-6.4999,-5.4582,6.5001,5.4584,,,,,2025
2025-11-26 22:00:00+00:00,Boston Celtics,Detroit Pistons,233.4999,233.2082,-109.9999,-109.1666,130.0001,129.5834,-1.4999,-1.9999,1.5001,2.0001,,,,,2025
2025-11-26 04:00:00+00:00,Los Angeles Lakers,Los Angeles Clippers,226.9999,227.5416,255.0001,250.3334,-209.9999,-208.2499,6.0001,6.0418,-5.9999,-6.0416,,,,,2025
2025-11-26 01:00:00+00:00,Philadelphia 76ers,Orlando Magic,229.4999,229.2916,-159.9999,-166.9999,200.0001,196.5001,-4.9999,-4.8749,5.0001,4.8751,,,,,2025
2025-11-26 00:00:00+00:00,Washington Wizards,Atlanta Hawks,239.9999,239.7082,-399.9999,-396.1666,550.0001,523.5834,-10.9999,-10.7916,11.0001,10.7918,,,,,2025
2025-11-25 03:00:00+00:00,Golden State Warriors,Utah Jazz,239.9999,230.1922,900.0001,838.8639,-599.9999,-573.3076,13.5001,13.2693,-13.4999,-13.2691,,,,,2025
2025-11-25 03:00:00+00:00,Sacramento Kings,Minnesota Timberwolves,237.9999,228.4999,-319.9999,-359.6922,500.0001,485.4363,-10.4999,-9.923,10.5001,9.9232,,,,,2025
2025-11-25 02:30:00+00:00,Phoenix Suns,Houston Rockets,222.4999,213.9999,-199.9999,-199.7691,240.0001,237.017,-6.4999,-6.1537,6.5001,6.1539,,,,,2025
2025-11-25 01:00:00+00:00,New Orleans Pelicans,Chicago Bulls,244.4999,234.7691,-169.9999,-167.6922,200.0001,196.3847,-4.9999,-4.6922,5.0001,4.6924,,,,,2025
2025-11-25 01:00:00+00:00,Milwaukee Bucks,Portland Trail Blazers,229.9999,222.0384,115.0001,114.0447,105.0001,91.3039,1.0001,0.9616,-0.9999,-0.9614,,,,,2025
2025-11-25 01:00:00+00:00,Memphis Grizzlies,Denver Nuggets,235.9999,226.923,-219.9999,-219.923,270.0001,269.137,-5.9999,-6.2691,6.0001,6.2693,,,,,2025
2025-11-25 00:30:00+00:00,Miami Heat,Dallas Mavericks,240.4999,231.423,260.0001,278.3716,-214.9999,-226.6922,7.5001,7.3078,-7.4999,-7.3076,,,,,2025
2025-11-25 00:30:00+00:00,Brooklyn Nets,New York Knicks,228.4999,220.0384,-524.9999,-517.6922,700.0001,738.2532,-12.4999,-12.3461,12.5001,12.3463,,,,,2025
2025-11-25 00:00:00+00:00,Toronto Raptors,Cleveland Cavaliers,231.4999,222.3461,120.0001,120.3886,-101.9999,-71.8461,1.5001,1.1539,-1.4999,-1.1537,,,,,2025
2025-11-25 00:00:00+00:00,Indiana Pacers,Detroit Pistons,236.4999,227.6153,-309.9999,-324.2307,450.0001,424.7347,-9.9999,-9.6153,10.0001,9.6155,,,,,2025
2025-11-24 01:00:00+00:00,Phoenix Suns,San Antonio Spurs,233.9999,225.5768,125.0001,99.1455,-107.9999,-23.1538,1.5001,1.1924,-1.4999,-1.1922,,,,,2025
2025-11-24 01:00:00+00:00,Utah Jazz,Los Angeles Lakers,244.9999,245.1922,-319.9999,-268.3845,400.0001,340.3847,-8.9999,-7.3845,9.0001,7.3847,,,,,2025
2025-11-24 00:00:00+00:00,Oklahoma City Thunder,Portland Trail Blazers,233.4999,224.6537,1200.0001,1097.2309,-753.9999,-662.8461,16.0001,13.2309,-15.9999,-13.2307,,,,,2025
2025-11-23 23:00:00+00:00,Toronto Raptors,Brooklyn Nets,229.4999,211.0384,600.0001,497.7439,-449.9999,-362.6153,11.5001,9.1155,-11.4999,-9.1153,,,,,2025
2025-11-23 23:00:00+00:00,Atlanta Hawks,Charlotte Hornets,228.4999,219.4999,300.0001,260.5478,-244.9999,-213.4615,8.0001,6.5001,-7.9999,-6.4999,,,,,2025
2025-11-23 23:00:00+00:00,Boston Celtics,Orlando Magic,223.4999,215.0768,186.0001,154.667,-159.9999,-134.5384,4.5001,3.7309,-4.4999,-3.7307,,,,,2025
2025-11-23 23:00:00+00:00,Cleveland Cavaliers,Los Angeles Clippers,229.4999,220.3076,300.0001,252.5001,-239.9999,-203.923,7.5001,6.1924,-7.4999,-6.1922,,,,,2025
2025-11-23 18:00:00+00:00,Philadelphia 76ers,Miami Heat,240.9999,231.8845,110.0001,76.3847,110.0001,96.1701,-0.9999,-0.423,1.0001,0.4232,,,,,2025
2025-11-23 03:00:00+00:00,Denver Nuggets,Sacramento Kings,240.4999,231.0384,550.0001,546.6301,-399.9999,-417.5384,11.0001,10.5001,-10.9999,-10.4999,,,,,2025
2025-11-23 01:30:00+00:00,Dallas Mavericks,Memphis Grizzlies,229.9999,221.0768,110.0001,75.2309,115.0001,111.7778,-0.9999,-0.423,1.0001,0.4232,,,,,2025
2025-11-23 01:00:00+00:00,Milwaukee Bucks,Detroit Pistons,225.4999,217.1537,-269.9999,-278.6153,350.0001,341.5063,-7.9999,-7.8461,8.0001,7.8463,,,,,2025
2025-11-23 01:00:00+00:00,Chicago Bulls,Washington Wizards,245.4999,245.6922,650.0001,640.9663,-449.9999,-477.0768,12.5001,11.9616,-12.4999,-11.9614,,,,,2025
2025-11-23 00:00:00+00:00,New Orleans Pelicans,Atlanta Hawks,232.4999,223.7307,-339.9999,-357.7691,470.0001,455.2824,-9.9999,-9.3845,10.0001,9.3847,,,,,2025
