SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,SEASON_TYPE,HOME,TEAM_CITY,TEAM_SLUG,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
12025,1610612755,PHI,Philadelphia 76ers,0012500070,2025-10-10,PHI vs. ORL,L,240,98,38,98,0.388,8,34,0.235,14,20,0.7,14,22,36,21,14,6,15,29,-30.0,Preseason,True,Philadelphia,sixers,240:00,480.4,96.1,627.5,125.5,-147.1,-29.4,0.553,1.17,14.3,0.387,0.543,0.454,17.647,17.6,0.429,0.459,1.0,0.96,20.4,102.0,85.0,102.0,0.296
12025,1610612757,POR,Portland Trail Blazers,0012500017,2025-10-10,POR vs. SAC,W,242,124,43,91,0.473,10,37,0.27,28,40,0.7,20,30,50,17,5,6,17,31,1.0,Preseason,True,Portland,blazers,240:00,579.4,115.9,580.2,116.0,-0.7,-0.1,0.395,0.94,11.6,0.434,0.708,0.564,16.822,16.8,0.527,0.571,1.0,0.969,21.3,106.5,88.75,107.0,0.495
12025,1610612758,SAC,Sacramento Kings,0012500017,2025-10-10,SAC @ POR,L,241,123,43,88,0.489,11,34,0.324,26,33,0.788,12,26,38,20,8,3,17,33,-1.0,Preseason,False,Sacramento,kings,240:00,580.2,116.0,579.4,115.9,0.7,0.1,0.465,1.11,14.3,0.292,0.566,0.436,16.981,17.0,0.551,0.6,1.0,0.992,21.3,106.5,88.75,106.0,0.505
12025,1610612761,TOR,Toronto Raptors,0012500044,2025-10-10,TOR vs. BOS,W,240,107,38,88,0.432,16,46,0.348,15,21,0.714,15,19,34,30,12,0,18,24,2.0,Preseason,True,Toronto,raptors,240:00,535.0,107.0,525.0,105.0,10.0,2.0,0.789,1.58,20.4,0.315,0.522,0.41,19.0,19.0,0.523,0.55,1.0,0.983,20.0,100.0,83.33,100.0,0.484
12025,1610612751,BKN,Brooklyn Nets,0012500012,2025-10-10,PHX @ BKN,L,265,127,40,85,0.471,14,29,0.483,33,41,0.805,15,28,43,26,11,1,32,29,-5.0,Preseason,False,Brooklyn,nets,265:00,547.4,109.5,573.9,114.8,-26.5,-5.3,0.65,0.76,15.7,0.48,0.561,0.523,29.31,29.3,0.553,0.616,1.0,0.957,20.92,104.6,87.17,116.0,0.472
12025,1610612762,UTA,Utah Jazz,0012500045,2025-10-10,UTA @ SAS,L,267,130,41,86,0.477,14,41,0.341,34,37,0.919,7,33,40,26,7,1,11,29,-4.0,Preseason,False,Utah,jazz,265:00,601.9,120.4,626.2,125.2,-24.3,-4.9,0.634,2.36,18.3,0.217,0.691,0.475,10.185,10.2,0.558,0.636,1.0,0.983,19.47,97.36,81.13,108.0,0.492
12025,1610612759,SAS,San Antonio Spurs,0012500045,2025-10-10,SAS vs. UTA,W,263,134,44,92,0.478,13,48,0.271,33,42,0.786,13,36,49,30,2,4,14,24,4.0,Preseason,True,San Antonio,spurs,265:00,626.2,125.2,601.9,120.4,24.3,4.9,0.682,2.14,19.6,0.309,0.783,0.525,13.084,13.1,0.549,0.606,1.0,1.0,19.47,97.36,81.13,107.0,0.508
12025,1610612766,CHA,Charlotte Hornets,0012500042,2025-10-09,CHA @ OKC,L,240,116,38,93,0.409,16,43,0.372,24,32,0.75,14,37,51,21,10,4,19,25,-6.0,Preseason,False,Charlotte,hornets,240:00,547.2,109.4,570.1,114.0,-22.9,-4.6,0.553,1.11,14.3,0.362,0.78,0.556,17.925,17.9,0.495,0.542,1.0,0.992,21.3,106.5,88.75,106.0,0.431
12025,1610612760,OKC,Oklahoma City Thunder,0012500042,2025-10-09,OKC vs. CHA,W,241,122,44,90,0.489,15,43,0.349,19,24,0.792,10,33,43,30,9,13,16,25,6.0,Preseason,True,Oklahoma City,thunder,240:00,570.1,114.0,547.2,109.4,22.9,4.6,0.682,1.88,20.3,0.22,0.638,0.444,14.953,15.0,0.572,0.607,1.0,0.975,21.3,106.5,88.75,107.0,0.569
12025,1610612762,UTA,Utah Jazz,0012500037,2025-10-08,UTA @ HOU,L,240,127,50,89,0.562,20,45,0.444,7,12,0.583,9,26,35,36,9,4,20,25,-13.0,Preseason,False,Utah,jazz,240:00,616.5,123.3,673.1,134.6,-56.6,-11.3,0.72,1.8,24.0,0.286,0.551,0.429,19.417,19.4,0.674,0.674,1.0,1.0,20.7,103.5,86.25,103.0,0.438
12025,1610612745,HOU,Houston Rockets,0012500037,2025-10-08,HOU vs. UTA,W,240,140,52,97,0.536,13,34,0.382,23,30,0.767,19,28,47,32,10,6,13,9,13.0,Preseason,True,Houston,rockets,240:00,673.1,134.6,616.5,123.3,56.6,11.3,0.615,2.46,20.3,0.449,0.714,0.571,12.5,12.5,0.603,0.635,1.0,0.976,20.7,103.5,86.25,104.0,0.563
12025,1610612754,IND,Indiana Pacers,0012500036,2025-10-07,IND @ MIN,W,264,135,45,94,0.479,20,46,0.435,25,31,0.806,17,33,50,32,12,7,24,33,1.0,Preseason,False,Indiana,pacers,265:00,587.0,117.4,577.6,115.5,9.4,1.9,0.711,1.33,19.3,0.373,0.66,0.519,20.87,20.9,0.585,0.627,1.0,0.978,20.92,104.6,87.17,115.0,0.509
12025,1610612750,MIN,Minnesota Timberwolves,0012500036,2025-10-07,MIN vs. IND,L,267,134,43,90,0.478,17,36,0.472,31,41,0.756,11,30,41,26,14,5,20,26,-1.0,Preseason,True,Minnesota,timberwolves,265:00,577.6,115.5,587.0,117.4,-9.4,-1.9,0.605,1.24,16.3,0.34,0.627,0.481,18.103,18.1,0.572,0.62,1.0,0.955,20.92,104.6,87.17,116.0,0.491
12025,1610612755,PHI,Philadelphia 76ers,0012500010,2025-10-04,NYK @ PHI,L,239,104,35,79,0.443,12,33,0.364,22,31,0.71,9,32,41,22,11,6,19,24,-9.0,Preseason,False,Philadelphia,sixers,240:00,514.9,103.0,559.4,111.9,-44.6,-8.9,0.629,1.1,16.1,0.286,0.725,0.51,19.802,19.8,0.519,0.561,1.0,0.965,20.2,101.0,84.17,101.0,0.47
12025,50014,HAP,Hapoel Jerusalem B.C.,0012500026,2025-10-04,HAP @ BKN,L,209,72,24,66,0.364,6,28,0.214,18,26,0.692,9,17,26,18,10,1,12,14,-27.2,Preseason,False,Hapoel,jerusalem-b.c.,50:02,96.8,19.4,131.3,26.3,-34.4,-6.9,0.633,1.19,5.2,0.298,0.638,0.452,3.368,3.4,0.402,0.527,1.0,0.27,91.62,458.09,381.75,95.0,0.335
12025,1610612752,NYK,New York Knicks,0012500010,2025-10-04,NYK @ PHI,W,242,113,38,86,0.442,12,36,0.333,25,33,0.758,11,32,43,21,10,4,14,24,9.0,Preseason,False,New York,knicks,240:00,559.4,111.9,514.9,103.0,44.6,8.9,0.553,1.5,15.4,0.275,0.714,0.49,13.861,13.9,0.512,0.562,1.0,0.991,20.2,101.0,84.17,101.0,0.53
12025,50014,HAP,Hapoel Jerusalem B.C.,0012500026,2025-10-04,HAP @ BKN,,31,16,4,11,0.364,0,1,0.0,8,11,0.727,4,8,12,0,0,1,1,3,1.2,Preseason,False,Hapoel,jerusalem-b.c.,50:02,96.8,19.4,131.3,26.3,-34.4,-6.9,0.633,1.19,5.2,0.298,0.638,0.452,3.368,3.4,0.402,0.527,1.0,0.27,91.62,458.09,381.75,95.0,0.335
12025,1610612751,BKN,Brooklyn Nets,0012500026,2025-10-04,BKN vs. HAP,W,240,123,49,87,0.563,17,38,0.447,8,16,0.5,15,37,52,31,7,4,15,28,35.0,Preseason,True,Brooklyn,nets,240:00,640.6,128.1,463.2,92.6,177.5,35.5,0.633,2.07,21.7,0.364,0.704,0.551,15.625,15.6,0.661,0.654,1.0,0.964,19.1,95.5,79.58,96.0,0.677
